Hour,Occupancy/Capacity Sum,Occupancy/Capacity Avrg
3.37,0.300149813294411,0.0136431733315641
3.38,0.360954159249862,0.0164070072386301
3.39,0.0853932574391365,0.00388151170177893
3.4,0.187427919358015,0.00851945087990977
3.41,0.079090909101069,0.00359504132277586
3.42,0,0
3.43,0.0750000029802322,0.00340909104455601
3.44,0,0
3.45,0.0820224732160568,0.00372829423709349
3.46,0,0
3.47,0,0
3.48,0.0348623842000961,0.0015846538272771
3.49,0.119028029032052,0.00541036495600234
3.5,0.258618115261197,0.011755368875509
3.51,0.182168826460838,0.00828040120276538
3.52,0.32003759406507,0.0145471633665941
3.53,0.286666666467985,0.013030303021272
3.54,0.197465099394321,0.00897568633610552
3.55,0.0741573050618172,0.00337078659371896
3.56,0,0
3.57,0.0764044970273972,0.00347293168306351
3.58,0.0900000035762787,0.00409090925346721
3.59,0.0707865171134472,0.00321756895970215
4,0.0651685371994972,0.00296220623634078
4.01,0,0
4.02,0,0
4.03,0,0
4.04,0.399680738647779,0.0181673063021718
4.05,0.478333227646848,0.0217424194384931
4.06,0.173829590901732,0.00790134504098784
4.07,0.101865784265101,0.00463026292114095
4.08,0.318539317697287,0.0144790598953312
4.09,0.0860833413898945,0.00391287915408611
4.1,0.179237138479948,0.00814714265817946
4.11,0.00909090880304575,0.00041322312741117
4.12,0.344714583208164,0.0156688446912802
4.13,0,0
4.14,0.0640449430793524,0.0029111337763342
4.15,0,0
4.16,0.00909090880304575,0.00041322312741117
4.17,0.0166666661389172,0.000757575733587146
4.18,0,0
4.19,0.383266766555607,0.0174212166616185
4.2,0.259162837639451,0.0117801289836114
4.21,0.197913777083158,0.0089960807765072
4.22,0.0900000035762787,0.00409090925346721
4.23,0.483406125878294,0.0219730057217407
4.24,0.303027518093586,0.013773978095163
4.25,0.062093410640955,0.00282242775640704
4.26,0,0
4.27,0.0479824561625719,0.00218102073466236
4.28,0,0
4.29,0,0
4.3,0.0199999995529652,0.000909090888771144
4.31,0,0
4.32,0,0
4.33,0.0595505610108376,0.0027068436823108
4.34,0.431605221082767,0.0196184191401258
4.35,0.391487997956574,0.0177949089980261
4.36,0.212940060223142,0.00967909364650647
4.37,0.434937577694654,0.0197698898952116
4.38,0.331666668877006,0.0150757576762275
4.39,0.334951700642705,0.0152250773019411
4.4,0,0
4.41,0.168785410001874,0.00767206409099427
4.42,0.0233333334326744,0.00106060606512156
4.43,0.100000001490116,0.0045454546131871
4.44,0,0
4.45,0.0528089888393879,0.00240040858360854
4.46,0.0516853928565979,0.00234933603893627
4.47,0.08024837449193,0.00364765338599682
4.48,0.0350877195596695,0.00159489634362134
4.49,0.409409044931332,0.0186095020423333
4.5,0.479193152238925,0.0217815069199511
4.51,0.229338543489575,0.0104244792495262
4.52,0.496249748393893,0.022556806745177
4.53,0.33653100579977,0.0152968638999896
4.54,0.340936335424582,0.0154971061556628
4.55,0.153855677694082,0.00699343989518556
4.56,0.050187266121308,0.00228123936915036
4.57,0.0494382008910179,0.00224719094959172
4.58,0.0867731124162674,0.00394423238255761
4.59,0,0
5,0,0
5.01,0,0
5.02,0,0
5.03,0.0828024595975876,0.00376374816352671
5.04,0.147990382835269,0.00672683558342132
5.05,0.210767549773057,0.0095803431715026
5.06,0.174728462472558,0.00794220283966173
5.07,0.487607214599848,0.0221639642999931
5.08,0.492824190207535,0.022401099554888
5.09,0.419796731943886,0.019081669633813
5.1,0.0996185913681984,0.00452811778946356
5.11,0.20562931895256,0.00934678722511638
5.12,0.0617977511137724,0.00280898868698965
5.13,0,0
5.14,0.0860018711537123,0.00390917596153238
5.15,0.0640449430793524,0.0029111337763342
5.16,0.07926029805094,0.00360274082049727
5.17,0,0
5.18,0,0
5.19,0.452990125864744,0.0205904602665793
5.2,0.581181081260244,0.0264173218754656
5.21,0.252787156961858,0.0114903253164481
5.22,0.142349480651319,0.00647043093869632
5.23,0.543178355321288,0.0246899252418767
5.24,0.435833347029984,0.0198106066831811
5.25,0.0224999999627471,0.00102272727103396
5.26,0.237453291192651,0.0107933314178478
5.27,0.236750338226557,0.010761379010298
5.28,0.0707865171134472,0.00321756895970215
5.29,0.0764044970273972,0.00347293168306351
5.3,0.0707865171134472,0.00321756895970215
5.31,0,0
5.32,0,0
5.33,0,0
5.34,0.206504408536213,0.00938656402437331
5.35,0.317614605184644,0.0144370275083929
5.36,0.277044628125926,0.0125929376420875
5.37,0.653252013027668,0.0296932733194395
5.38,0.55490027492245,0.0252227397692023
5.39,0.498011375963688,0.0226368807256222
5.4,0.182313684374094,0.00828698565336791
5.41,0.0125984251499176,0.000572655688632618
5.42,0.252947462101777,0.0114976119137172
5.43,0,0
5.44,0.0820224732160568,0.00372829423709349
5.45,0.0272727273404598,0.00123966942456636
5.46,0.0300000002607703,0.00136363637548956
5.47,0.133638871833682,0.00607449417425828
5.48,0.088547402061522,0.00402488191188736
5.49,0.588458540538947,0.026748115479043
5.5,0.797741441987455,0.0362609746357934
5.51,0.328297128745665,0.0149225967611666
5.52,0.771576780825853,0.0350716718557206
5.53,0.78708287095651,0.0357764941343868
5.54,0.60636424086988,0.0275620109486309
5.55,0.21705657367905,0.00986620789450226
5.56,0.193807335570455,0.00880942434411157
5.57,0.255468163639307,0.0116121892563321
5.58,0,0
5.59,0,0
6,0,0
6.01,0.0988764055073261,0.00449438206851482
6.02,0.138623593375087,0.00630107242614031
6.03,0.105221711099148,0.00478280504996126
6.04,0.719055864339073,0.0326843574699579
6.05,0.879906983052691,0.0399957719569405
6.06,0.563081225557696,0.0255946011617135
6.07,0.834238909184933,0.0379199504174969
6.08,0.754376754164696,0.0342898524620316
6.09,0.868449866150816,0.0394749939159462
6.1,0.882747108116746,0.0401248685507612
6.11,0.575098885223269,0.0261408584192395
6.12,0.419725593179464,0.019078436053612
6.13,0.191803706809878,0.00871835030953992
6.14,0,0
6.15,0.0318181812763214,0.00144628096710552
6.16,0.255272251367569,0.0116032841530713
6.17,0.0425000004470348,0.00193181820213795
6.18,0.169428840279579,0.00770131092179905
6.19,0.600929296265046,0.0273149680120475
6.2,1.1628466764465,0.0528566671112044
6.21,1.05555562892308,0.0479798013146854
6.22,0.847410360413293,0.0385186527460588
6.23,0.870232866456111,0.0395560393843687
6.24,1.22491652099416,0.0556780236815526
6.25,0.565783044944207,0.0257174111338276
6.26,0.26720383670181,0.0121456289409914
6.27,0.582288555800915,0.0264676616273143
6.28,0,0
6.29,0.245335534214973,0.0111516151915897
6.3,0.223669566214085,0.0101667984642766
6.31,0.054166667163372,0.00246212123469873
6.32,0.188925771353145,0.00858753506150661
6.33,0,0
6.34,0.877937970062097,0.039906271366459
6.35,1.19120379273913,0.0541456269426876
6.36,0.87312690683951,0.0396875866745232
6.37,1.26600742377341,0.0575457919897004
6.38,1.00207541993864,0.0455488827244834
6.39,0.681604048237205,0.0309820021926002
6.4,0.783575111068785,0.0356170505031266
6.41,0.561923161149025,0.0255419618704102
6.42,0.557666659168899,0.0253484845076772
6.43,0.160674158483744,0.00730337084017017
6.44,0.0591666661202908,0.00268939391455867
6.45,0.226001871749759,0.0102728123522618
6.46,0.335632972419262,0.0152560442008755
6.47,0.0526315793395042,0.00239234451543201
6.48,0.116513762623072,0.00529608011923053
6.49,1.12842624746263,0.0512921021573923
6.5,1.6353805233414,0.0743354783336999
6.51,1.73931276737195,0.0790596712441795
6.52,1.46205775936445,0.0664571708802021
6.53,1.25233625620604,0.0569243752820925
6.54,0.668090814724565,0.030367764305662
6.55,0.530579391866922,0.0241172450848601
6.56,0.432546082884073,0.0196611855856397
6.57,0.382795269290606,0.0173997849677548
6.58,0.381998634586732,0.0173635742993969
6.59,0.0816666632890701,0.0037121210585941
7,0.395520944148302,0.0179782247340137
7.01,0.143181815743446,0.00650826435197483
7.02,0,0
7.03,0.220039425045252,0.0100017920475114
7.04,1.69340045750141,0.076972748068246
7.05,1.87144819013774,0.0850658268244429
7.06,1.37178860747788,0.0623540276126307
7.07,2.1700930227836,0.098640591944709
7.08,2.23737683035433,0.101698946834288
7.09,0.695322260726243,0.0316055573057383
7.1,0.523204670287669,0.0237820304676213
7.11,1.17770657191674,0.0535321169053063
7.12,0.861538413912058,0.0391608369960026
7.13,0.270898874849081,0.0123135852204128
7.14,0.25651515647769,0.011659779839895
7.15,0.183146066963673,0.00832482122562148
7.16,0.0947463773190975,0.00430665351450443
7.17,0.353575080633163,0.0160715945742347
7.18,0.435470720753074,0.0197941236705943
7.19,1.79195225813116,0.081452375369598
7.2,2.432485563308,0.110567525604909
7.21,2.35414857938886,0.107006753608584
7.22,2.39184579961002,0.108720263618637
7.23,2.45225718120734,0.111466235509424
7.24,1.09737300314009,0.0498805910518224
7.25,1.35461733676493,0.0615735153074969
7.26,0.881087793658177,0.0400494451662808
7.27,0.753742188215256,0.0342610085552389
7.28,1.13142770528793,0.0514285320585424
7.29,0.316816471517086,0.0144007487053221
7.3,0.333106059581041,0.015141184526411
7.31,0.27714067697525,0.012597303498875
7.32,0.231818184256554,0.0105371901934797
7.33,0.453826755285263,0.0206284888766029
7.34,2.4238699093461,0.110175904970277
7.35,3.09691547652086,0.140768885296403
7.36,2.22023599160214,0.100919817800097
7.37,2.30794998556375,0.104906817525625
7.38,2.822869235153,0.1283122379615
7.39,0.915177506084243,0.0415989775492838
7.4,0.996010171249509,0.0452731896022504
7.41,2.76220073923469,0.125554579056122
7.42,1.44564936558406,0.0657113347992753
7.43,0.733843800922235,0.0333565364055561
7.44,0.497677449136972,0.0226217022334987
7.45,0.297727271914482,0.0135330578142946
7.46,0.30621825158596,0.0139190114357255
7.47,0.512773487716913,0.0233078858053142
7.48,0.506801967819532,0.023036453082706
7.49,2.47463334600131,0.11248333390915
7.5,2.50543152665099,0.113883251211408
7.51,3.39848202926417,0.154476455875644
7.52,3.50854251595835,0.159479205270834
7.53,3.27450686941544,0.148841221337066
7.54,3.5153280335168,0.159787637887127
7.55,1.57844903022051,0.0717476831918413
7.56,3.25103138759732,0.147774153981696
7.57,1.45527510344982,0.0661488683386283
7.58,0.326844573020935,0.0148565715009516
7.59,0.324147447943687,0.0147339749065312
8,0.213483139872551,0.00970377908511595
8.01,0.599872320890427,0.0272669236768376
8.02,0.466148000210524,0.0211885454641147
8.03,0.600959122180939,0.0273163237354972
8.04,2.92638881752888,0.13301767352404
8.05,2.36143930894988,0.107338150406813
8.06,2.62526568876845,0.119330258580384
8.07,3.73450737372041,0.169750335169109
8.08,2.48346577957273,0.112884808162397
8.09,3.42567834531267,0.155712652059667
8.1,2.89602680597454,0.131637582089752
8.11,3.9345347750045,0.178842489772932
8.12,0.734831459820271,0.0334014299918305
8.13,0.590454548597336,0.0268388431180607
8.14,0.678268998861313,0.0308304090391506
8.15,0.82341929897666,0.0374281499534845
8.16,0.149999998509884,0.00681818175044927
8.17,0.36939138546586,0.0167905175211755
8.18,0.465909093618393,0.0211776860735633
8.19,2.16998973302543,0.0986358969557014
8.2,3.03153746518351,0.137797157508341
8.21,4.27040932132375,0.194109514605625
8.22,4.80767172326644,0.218530532875747
8.23,3.09551496207714,0.140705225548961
8.24,3.58756008495887,0.163070912952676
8.25,2.10238168388605,0.0955628038130023
8.26,0.97522941728433,0.0443286098765604
8.27,1.25772729516029,0.0571694225072861
8.28,0,0
8.29,0.913695946335793,0.0415316339243542
8.3,0.38755930463473,0.0176163320288514
8.31,1.41572400927544,0.0643510913307017
8.32,0.833125799894333,0.0378693545406515
8.33,0.98032275835673,0.0445601253798514
8.34,3.70132473818958,0.168242033554072
8.35,2.54626132970055,0.115739151350025
8.36,3.71753622467319,0.168978919303327
8.37,4.58312035053968,0.208323652297258
8.38,4.41048464854248,0.200476574933749
8.39,2.81051068452911,0.127750485660414
8.4,3.16596452441687,0.143907478382585
8.41,2.39636402204633,0.108925637365742
8.42,1.8419226873666,0.0837237585166639
8.43,0.588636348644892,0.0267561976656769
8.44,0.774694487452507,0.0352133857932958
8.45,0.597727298736572,0.0271694226698442
8.46,1.04460054636002,0.0474818430163644
8.47,0.570593610405922,0.0259360732002692
8.48,0.854995846748352,0.0388634475794706
8.49,1.98738494231587,0.0903356791961761
8.5,3.66227315613331,0.166466961642423
8.51,4.02293015817801,0.182860461735364
8.52,3.9543243467453,0.17974201576115
8.53,4.01922549779216,0.182692068081462
8.54,3.70285668224096,0.168311667374589
8.55,2.42608688175678,0.11027667644349
8.56,2.55711209774017,0.116232368079099
8.57,1.6656832161049,0.0757128734593139
8.58,2.22139278054237,0.100972399115562
8.59,0.6795454621315,0.0308884300968864
9,0.922293156385422,0.0419224161993373
9.01,0,0
9.02,1.19821268320084,0.0544642128727653
9.03,0.403885774314404,0.0183584442870183
9.04,3.91240610058109,0.177836640935504
9.05,3.19358148223749,0.145162794647159
9.06,5.05543224761883,0.229792374891765
9.07,5.60319216549397,0.254690552976998
9.08,3.90908784543475,0.177685811156125
9.09,3.21148628368974,0.145976649258624
9.1,3.06013824169834,0.13909719280447
9.11,2.47972477475802,0.112714762489001
9.12,2.37551682093181,0.107978037315082
9.13,0.752272725105286,0.034194214777513
9.14,0.999489270150661,0.0454313304613937
9.15,0,0
9.16,0.436029959470034,0.0198195436122743
9.17,0.774999976158142,0.0352272716435519
9.18,0.516091130673885,0.0234586877579039
9.19,4.06581749518712,0.184809886144869
9.2,5.83435001547581,0.265197727976173
9.21,4.83872222521653,0.219941919328024
9.22,4.22586369141936,0.192084713246335
9.23,3.69056225661188,0.167752829845995
9.24,3.84928328044979,0.174967421838627
9.25,3.87668302406867,0.176212864730394
9.26,2.49491345137358,0.113405156880617
9.27,2.54846121370792,0.115839146077633
9.28,1.02727271616459,0.0466942143711177
9.29,0.450852062553167,0.0204932755705985
9.3,0.203333333134651,0.00924242423339324
9.31,0,0
9.32,1.11530444025993,0.0506956563754515
9.33,0.286238521337509,0.0130108418789777
9.34,2.34199592191726,0.106454360087148
9.35,2.70931672528386,0.123150760240176
9.36,2.51766352552388,0.114439251160177
9.37,4.54956288151443,0.20679831279611
9.38,4.27577050402761,0.194353204728527
9.39,4.72598975586394,0.214817716175634
9.4,3.20104729384184,0.145502149720084
9.41,2.97250068684419,0.135113667583827
9.42,1.1134090796113,0.0506095036186955
9.43,0.899999991059303,0.0409090905026956
9.44,0.220833331346512,0.0100378786975687
9.45,0.909090906381607,0.0413223139264367
9.46,0.321427159011364,0.0146103254096075
9.47,0.915909111499786,0.0416322323408994
9.48,2.02449605365594,0.0920225478934519
9.49,3.05614476464689,0.138915671120313
9.5,2.90090068462822,0.131859122028556
9.51,4.83035090615352,0.21956140482516
9.52,3.01916456284622,0.137234752856647
9.53,3.85174222973486,0.175079192260675
9.54,3.87586238048971,0.176175562749532
9.55,2.93875011242926,0.133579550564966
9.56,2.81106750015169,0.127775795461441
9.57,1.07753104157746,0.0489786837080663
9.58,0.265168540179729,0.012053115462715
9.59,0.633398564532399,0.0287908438423818
10,0.858470298349857,0.0390213771977208
10.01,1.05025452375412,0.0477388419888236
10.02,0.267415724694729,0.0121552602133968
10.03,1.30380670726299,0.059263941239227
10.04,1.50652019120753,0.0684781905094331
10.05,3.23036809586698,0.146834913448499
10.06,6.88905932443837,0.313139060201744
10.07,7.50311286312838,0.341050584687654
10.08,7.70616906347374,0.350280411976079
10.09,3.53299387544394,0.160590630701997
10.1,5.16690930028756,0.234859513649435
10.11,3.46914734691381,0.15768851576881
10.12,0,0
10.13,1.17166665941477,0.053257575427944
10.14,0.595890402793884,0.027085927399722
10.15,1.1603535314401,0.0527433423381863
10.16,0.474513106048107,0.0215687775476412
10.17,1.14848485589027,0.0522038570859215
10.18,0,0
10.19,4.93129241975645,0.224149655443475
10.2,4.69881931106959,0.213582695957709
10.21,5.9057038500905,0.268441084095023
10.22,5.48673957479852,0.249397253399933
10.23,3.99793323650956,0.181724238023162
10.24,4.26646827658018,0.19393037620819
10.25,1.45877621819576,0.0663080099179889
10.26,2.05761661132177,0.0935280277873531
10.27,0.25617977231741,0.0116445351053368
10.28,0,0
10.29,1.33159687742591,0.0605271307920868
10.3,1.36043275147676,0.0618378523398529
10.31,1.07090909779072,0.0486776862632145
10.32,1.36594021320343,0.0620881915092468
10.33,3.02250531315804,0.137386605143547
10.34,3.59401767700911,0.16336443986405
10.35,5.35735920112994,0.243516327324088
10.36,5.56398540660739,0.252908427573063
10.37,5.43022594489157,0.246828452040526
10.38,5.61105086443325,0.255047766565148
10.39,5.38430541058381,0.244741155026537
10.4,3.26785008572042,0.148538640260019
10.41,3.05343720130622,0.138792600059374
10.42,1.08659300208092,0.0493905910036781
10.43,0.8045454621315,0.0365702482787046
10.44,0.640205480158329,0.0291002490981059
10.45,1.03483147919178,0.0470377945087173
10.46,1.14848257601261,0.0522037534551187
10.47,1.21623257547617,0.0552832988852804
10.48,1.03368234634399,0.0469855611974543
10.49,3.81380558120353,0.173354799145615
10.5,3.51256657512415,0.159662117051098
10.51,4.84740891343071,0.220336768792305
10.52,4.05255145393312,0.184206884269687
10.53,4.43445758074522,0.201566253670237
10.54,3.77362477779388,0.171528398990631
10.55,3.27170348167419,0.148713794621554
10.56,2.45613211641709,0.11164236892805
10.57,2.34035704284906,0.106379865584048
10.58,0.960980594158173,0.0436809360980988
10.59,0.720454543828964,0.0327479338104075
11,0.722727298736572,0.0328512408516624
11.01,1.21652215719223,0.0552964616905559
11.02,0.897424221038818,0.040792010047219
11.03,2.38899007067084,0.108590457757766
11.04,3.98210142975052,0.181004610443206
11.05,3.09159334748983,0.140526970340447
11.06,3.43537814170122,0.15615355189551
11.07,3.4695130479522,0.157705138543282
11.08,4.17505057227044,0.189775026012293
11.09,3.46608749777079,0.157549431716854
11.1,2.75044669210911,0.125020304186778
11.11,2.92258775047958,0.132844897749072
11.12,1.76275283843279,0.0801251290196722
11.13,0.661363661289215,0.0300619846040552
11.14,0.858733400702477,0.0390333363955671
11.15,0,0
11.16,1.26597793400288,0.0575444515455853
11.17,0.257492353518804,0.0117041978872184
11.18,0.483548104763031,0.0219794593074105
11.19,3.56706221997738,0.162139191817154
11.2,4.32480313824933,0.196581960829515
11.21,5.28020158459743,0.240009162936247
11.22,4.18676814145985,0.19030764279363
11.23,3.37590803012538,0.153450365005699
11.24,2.68401495025804,0.122000679557183
11.25,2.17695603892207,0.0989525472237305
11.26,1.95416897038619,0.0888258622902812
11.27,1.43500001728535,0.0652272735129703
11.28,0.976310012241205,0.0443777278291457
11.29,0.174166664481163,0.00791666656732559
11.3,0.759469702839851,0.0345213501290842
11.31,0.25321102142334,0.0115095918828791
11.32,0.834549635648727,0.0379340743476694
11.33,1.5161782062302,0.068917191192282
11.34,3.21700495978196,0.146227498171907
11.35,3.27037886636598,0.148653584834817
11.36,2.89630998000503,0.131650453636592
11.37,4.89897564457109,0.222680711116868
11.38,3.26001018285751,0.148182281038978
11.39,3.13507009297609,0.142503186044368
11.4,1.79972594231367,0.0818057246506214
11.41,2.42074529454112,0.110033877024596
11.42,1.62159092227618,0.0737086782852809
11.43,0.504545450210571,0.0229338841004805
11.44,0.726966291666031,0.0330439223484559
11.45,0.673484832048416,0.0306129469112916
11.46,0.160833328962326,0.00731060586192391
11.47,0.972084883600473,0.0441856765272942
11.48,1.3058293890208,0.0593558813191273
11.49,3.26266867170731,0.148303121441241
11.5,2.95763054067299,0.134437751848772
11.51,3.03466832749546,0.137939469431612
11.52,1.88265584632754,0.0855752657421611
11.53,3.26939703831449,0.148608956287022
11.54,2.40848681516945,0.109476673416793
11.55,2.56206634206076,0.116457561002762
11.56,0.957213600942244,0.0435097091337384
11.57,0.635216454897697,0.0288734752226226
11.58,0.222841084236279,0.0101291401925581
11.59,0,0
12,0.587225645780563,0.0266920748082074
12.01,0.393632963299751,0.017892407422716
12.02,0.929192036390305,0.0422360016541048
12.03,0.839283853769302,0.0381492660804228
12.04,0.760336689651012,0.0345607586205006
12.05,3.36453267621497,0.152933303464317
12.06,3.22901286929846,0.146773312240839
12.07,4.79096449650824,0.217771113477647
12.08,2.5820289986829,0.117364954485586
12.09,2.81376439146698,0.127898381430317
12.1,4.25591814418634,0.193450824735743
