NodeId,X,Y,Z,TotalTraffic
SCFRNKI,154.6552,1.6,94.34362,1
YTQBTDM,152.8374,1.6,98.28921,1
RHCEGPA,150.9866,1.6,101.5911,1
HKAAYCE,149.3062,1.6,104.6814,1
FTIOBYD,147.3428,1.6,107.7232,1
IWBVJAD,156.6223,1.6,82.66937,1
HPOAVMG,153.5032,1.6,89.1059,1
ZCTLZEI,148.8814,1.6,95.9157,1
RMHKHPG,147.2311,1.6,99.03185,1
ONOCNOJ,145.3515,1.6,102.4598,1
NHUBNNU,143.3897,1.6,105.5842,1
JGOJLCW,145.4547,1.6,110.6725,1
QVTIEFA,141.6888,1.6,109.0966,1
RFMNBAL,139.4255,1.6,112.3513,1
WUTMNAB,132.0724,1.6,87.15556,1
JAYMQDD,130.2878,1.6,90.68338,1
TDAKXJN,127.4704,1.6,93.59021,1
TZDYWWK,124.4865,1.6,96.43677,1
XVEVASS,117.6506,1.6,101.7387,1
FBFNXUW,137.5695,1.6,116.2457,1
YOWRORH,99.16815,1.6,103.3053,1
EBZIURN,95.43289,1.6,109.1543,1
FIMFXAQ,105.3804,1.6,115.4745,1
NDOBHWR,113.2544,1.6,105.9361,1
FQXJJVA,120.6339,1.6,98.70532,1
ISGYKDF,98.90002,1.6,95.53529,1
ASPPTAH,84.76073,1.6,103.9572,1
VWVFSBE,90.60858,1.6,94.3642,1
VXEFEKL,86.42345,1.6,93.7827,1
CHYAHAN,83.14861,1.6,92.85088,1
PNZBXFS,77.56047,1.6,108.34,3
UQKPUWL,74.07813,1.6,107.2299,3
DRXQTUW,68.56828,1.6,109.0038,3
ZBKVIXW,64.65068,1.6,115.3507,1
UPWMZUS,58.92769,1.6,123.0391,1
HYSTMDD,66.00426,1.6,128.5022,1
BQAMTGZ,63.86422,1.6,126.1078,1
HQKHROD,88.72886,1.6,110.2511,1
QTCOTNK,85.63715,1.6,112.2392,3
NFVZHME,82.15973,1.6,114.2524,3
YPQNYGA,79.14035,1.6,116.3935,5
PPHQNOA,75.72682,1.6,118.438,1
AXGMOOT,77.68347,1.6,121.5137,1
RTQVINB,17.0477,1.6,104.7742,1
ZLPDURI,18.49812,1.6,94.81489,2
OJXTWXM,15.53341,1.6,92.7692,7
IAZEQSP,11.43786,1.6,92.47237,3
ZOQOXUK,9.621559,1.6,96.89452,1
JDLQCRU,0.5861664,1.6,96.77036,1
STLTVXY,5.216682,1.6,103.8541,1
XTKEUKT,0.1284637,1.6,100.7438,1
OVZGYVM,28.61531,1.6,137.6676,1
VWLLXWN,21.00143,1.6,131.1562,1
EHOQXZT,17.77539,1.6,128.1921,1
QELWDJV,30.70408,1.6,126.8074,1
SYAKACE,21.79911,1.6,120.8128,1
ONLMXST,24.9767,1.6,123.2452,1
UVTNSTK,157.0496,1.6,121.7078,1
CXHCYOL,143.8236,1.6,114.1485,1
THQJCJY,150.1367,1.6,131.1505,1
XSLMRPR,144.2929,1.6,126.8456,1
XETSXVJ,141.4333,1.6,118.2741,1
MTDJTZA,127.3434,1.6,120.4516,1
KJAYJYF,137.8921,1.6,131.3501,1
MAYGJUJ,146.833,1.6,134.494,1
TQQHZLS,131.1129,1.6,144.1395,1
KMASVEV,117.0553,1.6,138.9887,1
EXSBFMI,125.0959,1.6,133.4208,1
VEZJXJT,122.7698,1.6,130.598,1
KDFVKWG,111.1376,1.6,137.3494,1
SUCXWDC,120.4656,1.6,127.5643,1
QEODSYQ,109.1998,1.6,134.5916,1
ZARYEKW,118.0026,1.6,125.1101,1
VTFZZDJ,107.0242,1.6,131.7285,1
LZJPCWL,114.6829,1.6,122.7614,1
SJOZZVW,104.2294,1.6,129.0114,1
SSUKWJL,110.8809,1.6,120.0306,1
JMAHRJY,107.5943,1.6,118.5121,1
GFKFYKC,102.007,1.6,125.7199,1
AXQQJEC,99.32853,1.6,123.3875,1
BBHFALD,95.77945,1.6,125.0984,1
DTLPWUD,92.56548,1.6,127.1428,1
BLUMIVT,89.44385,1.6,128.5444,4
RGTSXKH,86.11557,1.6,130.655,2
CDMBZRJ,83.15451,1.6,132.4116,2
SYWBMVN,80.14638,1.6,134.1967,2
MXDLZXH,76.65907,1.6,136.127,3
EYIVTEU,72.97163,1.6,139.595,30
ASUFGVM,64.05154,1.6,134.5498,148
QGATCRM,57.24928,1.6,126.9991,16
JOCGQNJ,54.62826,1.6,132.7867,1
RSVBAPX,53.3073,1.6,136.3916,1
SNQOSWE,46.91229,1.6,137.711,1
GEXVBJX,53.96205,1.6,124.6712,144
SISHSCD,82.23558,1.6,150.8245,34
YCWKOJM,90.33599,1.6,157.2502,1
KRJWOKW,107.9365,1.6,152.3209,1
NSKUUNJ,105.3138,1.6,147.8693,3
HYVNEBK,88.49005,1.6,154.1125,2
HZYPHOY,87.95933,1.6,150.7724,3
LKSLMVX,92.00227,1.6,149.4208,1
OUUUVBH,95.75777,1.6,148.2153,1
TEHJXNP,99.33569,1.6,146.6357,1
BSDZOUA,110.5187,1.6,142.869,1
CPCNMCZ,103.0054,1.6,145.1999,2
YLHLRNZ,106.8728,1.6,143.6531,1
EQDKWHB,169.4111,1.6,173.631,1
UCYHRPW,176.2216,1.6,185.8753,1
VCHAGQE,178.2528,1.6,194.2758,1
ZQXQNYF,189.2505,1.6,173.4728,1
FGIVIYR,170.0446,1.6,164.4505,1
KQFUQCW,153.5202,1.6,146.5736,1
JSEYFLX,145.3476,1.6,170.0509,1
KHLKBRR,148.4591,1.6,159.0871,1
UXYUWYU,148.638,1.6,147.4377,1
SRZRWRY,143.355,1.6,148.1968,1
MSPPGJG,135.3695,1.6,151.8534,1
RMDMSXI,134.9679,1.6,148.0871,1
QJICKYY,117.2006,1.6,146.95,1
BKXKAHC,116.4882,1.6,150.8224,1
DJQJVBH,116.5144,1.6,154.2846,1
IUBLNRG,135.762,1.6,155.2188,1
RKKJJEO,133.8546,1.6,164.8546,1
IZHMEUY,126.517,1.6,165.8927,1
VCKAVRQ,126.0727,1.6,176.6895,1
CCPLUJX,157.5272,1.6,194.7131,1
VBMHDZB,157.5869,1.6,190.8358,1
JUECMSL,157.1235,1.6,186.4228,1
KLEZIRL,156.3967,1.6,182.1795,1
UCBSOBZ,154.6998,1.6,178.8729,1
BYOJXSO,141.7249,1.6,176.9487,1
BHSNRAH,139.7702,1.6,192.5155,1
NWPOJVX,141.975,1.6,188.3623,1
VJVUUVO,142.1909,1.6,185.3526,1
REZSSBN,139.0003,1.6,184.2234,1
DDKXNSG,140.2164,1.6,181.1586,1
GLYBZGS,135.7668,1.6,191.4879,1
VQYRNMC,130.6825,1.6,192.744,1
USSFBJB,135.1613,1.6,180.2419,1
KMFXMQF,130.148,1.6,179.1768,1
ZADIXUN,125.5877,1.6,191.9685,1
KDAQPYC,127.8134,1.6,188.4483,1
FUYJLJP,121.0747,1.6,183.7778,1
SUPMGHZ,109.8416,1.6,183.517,1
JGOTPZA,109.8186,1.6,186.8474,1
MFLZUCF,94.56078,1.6,190.0374,1
GWLFPFY,108.814,1.6,195.145,283
JSYPGDR,106.4157,1.6,195.1612,1
VSAUSNG,58.70322,1.6,187.9083,1
UDJNFGH,36.18223,1.6,191.4498,1
MZUWHHY,29.17689,1.6,190.7969,1
UPECLZJ,15.00107,1.6,115.6499,1218
IGPVHDP,17.92828,1.6,117.3986,1812
PGSZSLV,33.05292,1.6,140.3,1
FKYQNTE,38.24933,1.6,121.1587,1
CDPJHCS,17.13058,1.6,115.3904,1
TFKWILY,9.333443,1.6,129.1563,360
BHREOZK,11.52634,1.6,128.5213,167
KUVMBOU,14.05161,1.6,127.0954,663
JVTLGGH,18.90012,1.6,134.6441,744
OBMEHYT,8.249657,1.6,131.0241,33
RGHJOTI,29.67,1.6,-15.28851,6301
UDMSTFP,17.94374,1.6,137.6866,1729
XJEMIUX,40.318,1.6,150.3909,738
IXGQRUV,41.42141,1.6,147.6974,2813
LPGEESR,45.69644,1.6,152.4368,11180
BXRILBW,60.60144,1.6,160.4727,3454
QHWWUQY,70.61726,1.6,168.1,635
DVOHQMB,95.57566,1.6,182.5056,448
JXIXDDG,94.67915,1.6,175.8272,61
GCFTGCO,97.34163,1.6,181.4,2047
RBBODSM,44.91938,1.6,153.2268,686
WTZOLOY,11.89788,1.6,139.3949,1
QMSRUKO,19.73614,1.6,144.5413,1
BQQLDGX,14.09252,1.6,143.6195,1
EMOZNSV,24.07018,1.6,156.0397,1
QEXMNKQ,18.92113,1.6,152.0399,1
AXBWCOS,13.34859,1.6,152.175,1
RDXJOTL,40.73376,1.6,163.7844,1
QCSSYYT,50.01228,1.6,164.2736,1
OCDFFHA,50.50051,1.6,171.0386,1
TJSCDFG,40.32259,1.6,171.5787,1
ZWSZSCD,37.9842,1.6,170.0609,1
YAZVSMT,31.22838,1.6,157.9907,1
ALWDWPX,59.9,1.6,161.7,376
ORXCVCF,71.3,1.6,166.6,1293
ALYREKP,56.36204,1.6,192.8179,1
ULYTVSH,24.68021,1.6,190.6093,1
ASZFOQN,18.88143,1.6,190.9243,1
PRTDRSY,23.77482,1.6,160.6355,1
SRCKVEI,18.18887,1.6,158.919,1
LOCINDA,11.97289,1.6,157.7099,1
DXYTWRR,9.032608,1.6,172.8227,1
BRRXUSP,12.69593,1.6,190.7725,1
GLITMRJ,6.561829,1.6,190.3062,1
QRQXYAR,-176.0201,1.6,-68.22685,1
PAJRBLA,-191.7383,1.6,-76.54674,1
NWYGPUI,-161.7081,1.6,-100.4257,1
MBYRZRU,-135.597,1.6,-125.58,5
KFMPSSI,-130.101,1.6,-134.8807,13
YYWXFTI,-123.4694,1.6,-187.5622,1
YDJQIDM,0.3327713,1.6,-154.5263,1
FRKJNXA,-18.56949,1.6,-163.6177,1
FLGWCLZ,-25.31418,1.6,-166.5101,2612
XYOBUJO,-13.06103,1.6,-165.4088,1
DTFCELU,-3.164604,1.6,-172.8365,49
MQWEMKA,-14.86271,1.6,-185.0117,109
JLPQKFI,-21.30901,1.6,-190.8849,28
UTUALBY,-11.57485,1.6,-189.6573,104
IKKJARK,-7.455345,1.6,-185.6953,85
GASCJHL,-4.030121,1.6,-187.7462,92
KNPYOOX,2.026741,1.6,-182.6,233
ZMFKABW,-78.65293,1.6,-164.2081,36
JASNRET,-49.11367,1.6,-144.7956,119
AIZQMDJ,-30.38139,1.6,-120.4469,73
VDFUYOE,-26.21178,1.6,-123.1652,77
EBRJNIN,-8.147774,1.6,-114.0818,56
RZVKNMP,-3.292503,1.6,-110.147,68
XTGGDCV,-18.24763,1.6,-110.425,124
MMDYUCR,1.371346,1.6,-94.91409,199
ULBERNE,-10.99224,1.6,-101.3682,76
LDQZKDL,17.26801,1.6,-107.146,23
WJXBHIY,2.026848,1.6,-111.2703,19
MJLRMRN,2.147636,1.6,-117.7049,19
MTSEDSN,-4.259026,1.6,-121.4504,19
IOAAMXA,-6.612419,1.6,-118.3407,19
REKSNYV,-2.015862,1.6,-126.4591,4
HQIRZUC,-14.38011,1.6,-122.3116,5
OEXJWAD,-9.53904,1.6,-131.6972,4
YHVGAEW,-22.33407,1.6,-126.506,3
LHHYFKV,-33.2931,1.6,-144.9426,3
MRARHQX,-17.26357,1.6,-136.0267,4
JOOKVSR,0.4720535,1.6,-188.9117,89
YGIRIQZ,-9.185234,1.6,-193.9163,8
MFGKXVX,-2.602165,1.6,-146.6014,2364
EVIXWJC,-3.564278,1.6,-143.3747,6
JQFXLEU,-81.61155,1.6,-182.0284,12
XNIYEFP,-80.20083,1.6,-188.9123,1
QRLLXIA,-71.08549,1.6,-187.0864,1
XNPROYF,-72.09702,1.6,-179.0229,18
GSVZKNH,-88.2485,1.6,-192.5198,1
FKANGHA,-92.05428,1.6,-184.1785,20
BSHMITL,-43.08567,1.6,-183.1662,1143
HLGBHKW,-44.7619,1.6,-181.9768,8
VFCLDXV,-51.12005,1.6,-190.7024,1
VXDIBOO,-60.32689,1.6,-187.9571,12
RXMEGMM,-56.60091,1.6,-186.839,201
CGKYZZN,-63.73875,1.6,-191.6956,441
GJAXYYL,-68.22588,1.6,-177.2957,752
WMOXMLO,-69.26769,1.6,-172.4903,5546
TDDXJZZ,-111.9114,1.6,-105.6704,1609
XTSRXPY,-125.0657,1.6,-93.69395,330
XJXBWDJ,-128.0858,1.6,-97.09777,1408
ODHXAYY,-131.7593,1.6,-100.8,1910
JAJVPRC,-134.1994,1.6,-88.46976,51
IKJPTNE,-136.4398,1.6,-91.08324,600
UYHSVAV,-92.26466,1.6,-135.9513,884
UGMBKIR,-169.8988,1.6,-140.4117,66
FVIIWLZ,-159.2397,1.6,-136.2647,280
IXINBIF,-157.9774,1.6,-138.7544,124
IWBXJKL,-174.2387,1.6,-145.6676,334
HALKCSQ,-176.5553,1.6,-141.6275,152
PEZXKCX,-193.9281,1.6,-168.1533,15
AUFAODD,-170.5173,1.6,-165.6982,116
DXVYNNM,-144.2196,1.6,-166.5852,108
TWTZRSE,-133.6808,1.6,-163.9357,84
RBCYCYL,-59.11488,1.6,-102.8691,67
AEVEVVF,-98.55579,1.6,-141.4828,209
SSUCNHL,-106.4878,1.6,-123.3856,270
DFPJQMN,-116.5388,1.6,-108.1619,251
KGYVEQV,-162.1232,1.6,-126.5139,2026
BCMRLKZ,-165.6549,1.6,-114.162,6415
ZVABNPO,-163.3483,1.6,-122.4712,3158
XGCHBVM,-181.8441,1.6,-129.3308,3818
SJUIXMX,-178.5479,1.6,-134.1887,687
VGFATKU,-151.654,1.6,-93.6694,85
LVACMLS,-147.9491,1.6,-99.24991,143
KXPUHLQ,-144.6963,1.6,-95.82283,192
GLZOGVQ,-131.823,1.6,-113.2929,4919
OCTMMUC,-137.393,1.6,-103.7822,6992
FTZXZBF,-185.3545,1.6,-121.4053,13615
EAGTXOJ,-164.5039,1.6,-96.87698,133
XTLSLCE,-189.9342,1.6,-107.7445,134
EAXRNWV,-191.7395,1.6,-102.3132,7
GUCPCAG,-167.1211,1.6,-92.24244,55
OGMJORW,-179.7071,1.6,-98.25502,2
MASUCWR,-194.129,1.6,-97.07789,7
NTBVAVW,-182.4368,1.6,-92.04956,8
LSMAGAQ,-172.1031,1.6,-86.60243,61
LBJLZND,-181.6155,1.6,-72.69766,128
CWPKQAJ,-189.238,1.6,-62.10415,17
CQTNWDM,-186.3663,1.6,-65.96786,60
DAIVWVA,-149.6199,1.6,-60.5161,15
WJCDDDJ,-139.8832,1.6,-73.75549,45
YLZBEQN,-143.5512,1.6,-75.74951,32
IDMGEUH,-146.5693,1.6,-78.28118,105
KMJWQZZ,-156.7051,1.6,-64.65909,55
JHQENSP,-160.3172,1.6,-60.06883,46
XBNHYQY,-165.5927,1.6,-64.73752,44
ZKASYZD,-119.7622,1.6,-55.08637,76
ZXUDCNV,-122.6019,1.6,-72.22417,102
HIKGUYF,-108.2567,1.6,-72.90222,123
ZRJDDJS,-120.8524,1.6,-89.88377,26
JEAAEMW,-107.4453,1.6,-75.78361,329
TWJCTPO,-103.1572,1.6,-87.68761,405
WFFSNWI,-116.0334,1.6,-100.9578,2291
JAXEULH,-102.0322,1.6,-120.8687,2292
IDCINDD,-68.26941,1.6,-80.44188,30
LRGXWEO,-83.8981,1.6,-81.74432,184
AUSBAUS,-74.44444,1.6,-88.94978,247
XAUZWVK,-72.05104,1.6,-72.90223,274
ONHHZZU,-54.25625,1.6,-86.09686,9
GEZOYDD,-59.09875,1.6,-91.13426,3
TBOBUCE,-65.8444,1.6,-68.42102,75
XTXJPQF,-56.05475,1.6,-64.00655,102
UGFUCDR,-48.08344,1.6,-61.13743,77
DMUHSGW,-46.79565,1.6,-70.15895,4
CGQNIUR,-53.45051,1.6,-71.70683,4
WHMXHXA,-32.08174,1.6,-55.11724,24
JTNHPSX,-32.20419,1.6,-58.02988,39
AWNPKJB,-32.06953,1.6,-65.21036,11
LOMJIWN,-37.00851,1.6,-67.90289,11
EZICZQV,-36.08385,1.6,-75.51256,30
OWADMLA,-53.79764,1.6,-94.47171,11
KSJYLUI,-62.43,1.6,-99.49586,14
HVHOANJ,-52.50698,1.6,-97.09917,15
OZEBOCD,-9.025978,1.6,-68.34922,14
PLDHUNJ,-14.98768,1.6,-66.538,14
ELUVMEP,-7.185616,1.6,-63.21904,27
RUPOOWQ,-1.213608,1.6,-59.64328,1494
HRZRNFO,7.025772,1.6,-55.2,125
WCZOXTO,4.894836,1.6,-45.32128,147
HNKVIVW,5.437561,1.6,-35.46821,15795
NSHSCSK,3.996506,1.6,-35.8492,109
HLRENNH,-3.680145,1.6,-18.41595,3936
SOJRVQR,2.686493,1.6,-18.37917,1714
MDDIKDY,3.658592,1.6,-9.917664,965
XHNYRVT,5.10952,1.6,-14.49971,933
VFSOIZT,2.234688,1.6,-7.714516,78
FMWZGZY,-0.4025955,1.6,-4.583916,895
TCUNOXD,-7.254143,1.6,-5.687157,431
FKONUIV,-13.26198,1.6,-5.481758,251
GJWIPWT,-8.046501,1.6,-9.981003,449
AEPMWPA,-8.452271,1.6,-16.43524,378
JKSSMAQ,-8.908539,1.6,-38.79486,186
WIMZOXU,-17.11353,1.6,-19.90334,296
NUDSQPH,-26.12618,1.6,-27.09069,30
BVPQEVO,-39.47533,1.6,-15.36176,57
BIUCYPJ,-31.39568,1.6,-29.80915,40
AWHQQXY,-21.85045,1.6,-46.53207,98
RJJVQWY,-31.24282,1.6,-48.29761,24
DHXLMRD,-96.62408,1.6,-52.04548,51
ACDASQA,-109.5292,1.6,-54.95507,1004
UBMSEII,-104.7916,1.6,-45.42788,274
QVNCFEE,-102.5687,1.6,-47.20636,31
ZCBMEWP,-94.71031,1.6,-34.36768,25
PZZWBNJ,-98.17258,1.6,-33.88957,111
NPDJBYG,-100.9069,1.6,-37.546,143
SMGYWGD,-106.4401,1.6,-35.1928,3
HBNCZRY,-109.5954,1.6,-29.2575,1
JPQJFWX,-116.9652,1.6,-26.97577,22
VKQURTI,-110.5742,1.6,-33.66792,3
RVWBQSP,-86.71694,1.6,-28.16836,15
SEIVXOX,-92.30952,1.6,-26.33635,102
YILIIDI,-89.21729,1.6,-31.95826,234
GJOKQOL,-90.25417,1.6,-40.56528,33
PAGDQUH,-82.83769,1.6,-39.08778,9
MZYLETF,-84.10748,1.6,-42.46823,3
LPZCJMN,-79.49474,1.6,-46.85114,34
LPVCCMY,-73.87431,1.6,-44.22885,21
MZFSXEK,-54.82977,1.6,-39.99672,137
KZZLPQR,-46.33085,1.6,-37.91605,85
LIZCKRQ,-43.22198,1.6,-17.60619,53
YLVAFMN,-63.61262,1.6,-0.9051514,30
ZKIIOOZ,-48.95597,1.6,-3.911186,23
JYWKWQQ,-52.94063,1.6,-12.30423,115
PFOOGOB,-66.48776,1.6,-3.843407,120
LNEFAJB,-64.78268,1.6,-33.86566,54
HNIYZKX,-75.34911,1.6,-14.01572,35
RXXYQLV,-70.28197,1.6,-19.62691,10
DKCGFNC,-67.21791,1.6,-24.59806,8
NTRSYCJ,-72.00018,1.6,-31.6339,17
NBGIXLF,-76.32208,1.6,-27.05727,7
HKDMNFX,-73.85248,1.6,0.03356934,467
SNSBPHT,-78.50113,1.6,-5.104164,4
BPWMQHK,-85.99362,1.6,-20.47516,31
YPFCZXD,-80.88531,1.6,-11.56414,42
RYDMVIR,-87.18681,1.6,-12.86629,41
EIVSMNU,-89.1527,1.6,-17.92379,26
NGOULNW,-82.45601,1.6,-22.99674,291
OEDULVQ,-93.21659,1.6,-15.09094,1
GRGAHTO,-99.20423,1.6,-15.9078,21
TRXZUQU,-91.5,1.6,-9.933617,58
PNCWSHC,-100.9237,1.6,-7.8619,260
GCYQCYO,-103.9715,1.6,-14.20043,215
YQMDTYR,-96.26921,1.6,-25.61034,150
CFFADRV,-123.4179,1.6,-51.1907,1
GETLGMC,-121.418,1.6,-37.17752,1
WXNKWJQ,-117.6737,1.6,-33.74743,73
PFNFZAZ,-122.1681,1.6,-19.59922,24
ALTZLLB,-122.9416,1.6,-29.44419,8
FBUQUTZ,-124.2149,1.6,-35.28414,1
CMSQQAC,-126.9289,1.6,-50.75278,1
FJBIWKD,-127.5751,1.6,-55.17795,1
CJQLMLH,-131.0923,1.6,-54.38289,1
HNWBQNB,-139.9009,1.6,-52.75283,5
MWBRKVH,-151.0644,1.6,-51.25214,4
DYFKRNM,-158.6947,1.6,-48.67449,1
MGZDQWD,-165.0443,1.6,-52.11472,2
USUHZZJ,-171.0951,1.6,-58.35572,90
UDMPMCY,-170.8785,1.6,-55.48895,2
IMQMYFT,-174.1512,1.6,-51.58081,2
UORJUQB,-168.7606,1.6,-47.73495,1
VNMKIAM,-162.6474,1.6,-43.80425,1
UQGHIOD,-165.2841,1.6,-33.51231,1
DQKPUEL,-167.2221,1.6,-36.55711,1
DNCESRK,-172.866,1.6,-41.26545,1
BHHJOLK,-182.3615,1.6,-39.70631,18
ZDAPSRO,-194.322,1.6,-46.32164,20
BWGYAUO,-187.4017,1.6,-55.73335,17
KIYZGBZ,-176.5272,1.6,-48.35396,3
TCBHLSF,-178.3734,1.6,-44.29807,1
RUAFJFW,-193.1285,1.6,-24.52058,18
JAJZZPE,-187.3638,1.6,-32.49258,16
WBPZATS,-175.4384,1.6,-29.98365,1
GXCUBWK,-184.9135,1.6,-18.01753,18
MIKEMOA,-176.3853,1.6,-10.3186,16
KUEYCES,-180.019,1.6,-13.06423,16
WZDTOHS,-182.5318,1.6,-15.78672,16
FYAPJEY,-170.1915,1.6,-27.95301,1
HXRQTZF,-164.7203,1.6,-29.54285,1
MPMUFIH,-155.0052,1.6,-31.19447,1
NUEAPHJ,-142.5382,1.6,-34.12975,1
ODIJTOU,-138.457,1.6,-23.97574,3
BAJQZNO,-136.7239,1.6,-16.38201,23
VAFQNAR,-135.5435,1.6,-28.79001,7
FCBWHXE,-107.8679,1.6,-8.936234,59
BIERFJM,-130.1726,1.6,-17.86906,32
OQWXHTW,-116.3422,1.6,-15.36855,104
LLTTHQU,-128.8411,1.6,-12.35077,98
LJEZDOC,-127.4196,1.6,-4.958679,545
EHQSTWJ,-149.9881,1.6,-5.283272,970
XYTWBQT,-140.9686,1.6,-14.92641,23
XWXDCVV,-151.0926,1.6,-13.11922,393
XSGRIZM,-170.4061,1.6,-8.050117,1414
JVSWSLJ,-176.5715,1.6,-6.740982,7793
OSZXXAA,-182.6176,1.6,-5.180481,2859
UNZPLIY,-117.6908,1.6,-20.12806,136
ESCEIZT,-192.3554,1.6,-2.318367,1268
GADWBRO,33.44514,1.6,-127.506,993
NXDINTG,32.50877,1.6,-124.2337,21
WATAICQ,7.36676,1.6,-101.8872,39
DWFYYWV,8.745071,1.6,-107.6753,21
UVBRJJV,66.57053,1.6,-81.44228,233
NZLEHFW,47.86467,1.6,-78.86906,80
FDIEIHL,46.02783,1.6,-71.23273,45
AKYQPHJ,49.53788,1.6,-78.22955,139
ZBWYYMJ,59.95459,1.6,-62.15291,102
WYDBCIN,74.24953,1.6,-87.86212,1557
AXYBPJU,83.94373,1.6,-62.77859,247
OOFKJDU,100.4021,1.6,-80.47827,28
DTNNMUK,98.40625,1.6,-75.86746,52
IAFXGTW,102.512,1.6,-72.09294,48
ANDUGKL,98.59639,1.6,-90.95465,124
IBRXUPR,42.02573,1.6,-91.48502,1513
KVNMWOS,29.50917,1.6,-107.9178,885
WAIIOZU,36.16759,1.6,-98.83106,268
PFZMPAX,25.8671,1.6,-104.9376,44
JPYTPXC,16.27888,1.6,-101.0704,37
QXALLGX,32.79261,1.6,-116.1438,7315
XCHUAAF,48.98644,1.6,-108.1657,228
CVZFXPV,55.82,1.6,-116.3,1043
XTHKLVG,53.06,1.6,-115.75,201
VJKZUMN,48.741,1.6,-112.8213,18
LCELYPU,43.05167,1.6,-114.808,18
HNOGWUP,40.93441,1.6,-111.6205,402
LFQPFLT,68.49721,1.6,-136.3605,77
LULAFAA,67.64389,1.6,-128.8607,56
VVTNSVT,61.78003,1.6,-130.7374,316
ARZTMPP,186.0594,1.6,-185.5734,2
LQHUXRT,96.53453,1.6,-187.4985,13
FBPSKRM,83.96445,1.6,-191.0581,1
YIKIBYU,81.81808,1.6,-190.3497,872
DAFUSLT,85.91968,1.6,-173.073,2066
KTQFRDH,83.62831,1.6,-172.4836,1790
VAFFZAC,67.17445,1.6,-157.1852,23
ZQLZIBN,67.43681,1.6,-158.1943,842
UBWBIHC,71.68398,1.6,-154.9215,9
TSREBCD,72.11692,1.6,-155.6951,7098
FIZLBUW,86.8512,1.6,-148.1488,798
NZZAPRP,87.96541,1.6,-152.3581,385
UEHDTEM,78.02631,1.6,-153.1217,139
HJTMUDI,78.96197,1.6,-157.2882,1408
TOCXIGJ,85.52199,1.6,-157.0862,1963
VHJYQBR,83.08321,1.6,-157.8906,1381
GWIRDHC,82.75192,1.6,-146.666,2018
UFWCRON,79.81425,1.6,-147.5419,3515
VESSVAD,72.29628,1.6,-116.7793,4523
NSEIGWG,68.1291,1.6,-117.8161,2452
UQHORIN,76.22269,1.6,-115.8456,685
SHIQCNR,70.80228,1.6,-112.1838,3488
NFORHUR,67.40327,1.6,-102.3855,229
VGKXLWM,52.93857,1.6,-108.5915,482
EPGSIBT,56.75241,1.6,-107.0015,705
PBDHHWJ,61.69304,1.6,-108.5523,6899
YKDTEZF,61.17462,1.6,-112.8812,463
DPTWRBQ,47.39088,1.6,-103.1386,1290
BZLYTEI,46.09309,1.6,-104.9013,259
KVKXUQJ,44.15499,1.6,-101.0256,1719
BBOHRDY,43.00618,1.6,-102.4147,354
ZGKCVKD,43.98386,1.6,-105.2455,2770
UJOLQYJ,42.59411,1.6,-104.1827,401
EXDZGMK,14.76559,1.6,-131.6181,2467
OVSXFXK,13.41079,1.6,-129.7818,3
MSRZKVP,18.61332,1.6,-123.9026,887
SJVJBDL,16.66766,1.6,-123.4483,3
THUXKMM,27.03024,1.6,-113.8138,1302
MIBFRLK,25.77106,1.6,-112.2543,608
FPBZXHG,22.36554,1.6,-116.5818,1368
QAXYITX,21.2832,1.6,-114.8303,47
NWRNWHI,24.56469,1.6,-116.2943,1738
VYSRLKU,25.80382,1.6,-115.6329,91
ZIIWXHT,28.71449,1.6,-122.0704,580
VBXRAQV,30.43951,1.6,-121.268,112
ZHDHWHZ,31.90999,1.6,-129.4898,2451
WPXGNJC,29.91028,1.6,-129.9114,1207
MRVVQTE,21.73303,1.6,-156.5651,5804
VYNVATN,20.13547,1.6,-156.0266,3782
OTTRNBV,20.41259,1.6,-168.9549,2547
MPOADFM,17.99706,1.6,-169.8661,1314
EMIGSSW,27.92874,1.6,-178.6753,790
GAROMND,29.52089,1.6,-181.5568,1460
HTISADF,28.72869,1.6,-185.8701,1
AJWEAKX,26.74754,1.6,-186.1629,1
JZVONHK,21.92455,1.6,-183.5571,3029
TUQGJUB,19.93611,1.6,-181.6546,6458
SUAMOGW,20.17674,1.6,-177.4,504
UCVELWZ,22.93124,1.6,-176.5154,922
NIFOHCQ,32.06789,1.6,-177.742,148
LNIGEDP,33.41783,1.6,-179.3834,344
ZMTBZKW,46.77423,1.6,-169.3331,112
WBOHMCF,47.47847,1.6,-170.9953,540
SMBVZID,8.280075,1.6,-190.9305,5
VAQGIHU,5.183525,1.6,-180.2114,3346
JSAMQDA,6.933762,1.6,-186.7975,396
MKIBPLM,15.62616,1.6,-170.2133,2547
WXEOKTE,23.78836,1.6,-126.5454,1
YRFKZCZ,18.27849,1.6,-129.4384,1
FZVKOKU,18.95682,1.6,-137.7833,1
OJAJAZF,13.90113,1.6,-139.1944,1
JZOBINM,16.06915,1.6,-155.3388,458
WGSBYVU,12.36815,1.6,-147.5139,1
AJFRPYF,36.51537,1.6,-150.9854,217
IAADMKM,33.61174,1.6,-153.1658,205
OTGMGZN,34.65345,1.6,-150.0388,178
FOEEJAG,27.00677,1.6,-152.8235,322
CKRHJOG,56.59972,1.6,-159.0218,171
MBRVEHN,55.2163,1.6,-155.7497,1366
